Activity Type,Age,Country,Gender,Month,Number of Records,Shark Species,Year,Is Fatal,Is Provoked
Boating,,USA,Female,Oct,1,Others,2014,0,Boat
Swimming & Diving,,USA,Male,Oct,1,Others,2014,0,Unprovoked
Swimming & Diving,13,AUSTRALIA,Female,Oct,1,Others,2014,0,Unprovoked
Wading,7,USA,Female,Oct,1,Bull Shark,2014,0,Unprovoked
Swimming & Diving,,USA,Female,Oct,1,Others,2014,0,Unprovoked
Boating,,AUSTRALIA,Male,Oct,1,Others,2014,0,Boat
Swimming & Diving,29,USA,Male,Oct,1,Blacktip Shark,2014,0,Unprovoked
Fishing,40,USA,Female,Oct,1,Others,2014,0,Unprovoked
Swimming & Diving,15,USA,Male,Oct,1,Blacktip Shark,2014,0,Unprovoked
Boating,,USA,Male,Oct,1,Great White Shark,2014,0,Boat
Boating,,USA,Male,Oct,1,Great White Shark,2014,0,Boat
Swimming & Diving,28,USA,Male,Oct,1,Others,2014,0,Unprovoked
Swimming & Diving,23,AUSTRALIA,Male,Oct,1,Great White Shark,2014,0,Unprovoked
Swimming & Diving,,USA,Male,Sep,1,Others,2014,0,Unprovoked
Fishing,36,FRENCH POLYNESIA,Female,Sep,1,Blacktip Shark,2014,0,Unprovoked
Swimming & Diving,,USA,Male,Sep,1,Unknown,2014,0,Invalid
Swimming & Diving,50,AUSTRALIA,Male,Sep,1,Others,2014,1,Unprovoked
Fishing,43,USA,Male,Sep,1,Bull Shark,2014,0,Unprovoked
Boating,,USA,Female,Sep,1,Great White Shark,2014,0,Unprovoked
Fishing,52,USA,Male,Sep,1,Others,2014,0,Provoked
Wading,16,SPAIN,Male,Sep,1,Others,2014,0,Unprovoked
Swimming & Diving,13,USA,Female,Aug,1,Blacktip Shark,2014,0,Unprovoked
Swimming & Diving,17,USA,Male,Aug,1,Blacktip Shark,2014,0,Unprovoked
Others,,USA,Unknown,Aug,1,Unknown,2014,0,Invalid
Fishing,33,USA,Male,Aug,1,Others,2014,0,Provoked
Swimming & Diving,,SPAIN,Female,Aug,1,Others,2014,0,Unprovoked
Swimming & Diving,29,USA,Male,Aug,1,Others,2014,0,Unprovoked
Wading,,USA,Female,Aug,1,Others,2014,0,Unprovoked
Fishing,,USA,Male,Aug,1,Great White Shark,2014,0,Provoked
Swimming & Diving,,USA,Unknown,Aug,1,Others,2014,0,Unprovoked
Fishing,31,AUSTRALIA,Male,Aug,1,Reef Shark,2014,0,Unprovoked
Wading,,USA,Male,Aug,1,Bull Shark,2014,0,Unprovoked
Others,26,USA,Male,Aug,1,Others,2014,0,Unprovoked
Fishing,,BAHAMAS,Male,Aug,1,Bull Shark,2014,0,Unprovoked
Swimming & Diving,10,USA,Female,Aug,1,Others,2014,0,Unprovoked
Swimming & Diving,7,USA,Male,Aug,1,Bull Shark,2014,0,Unprovoked
Swimming & Diving,10,USA,Male,Aug,1,Others,2014,0,Unprovoked
Swimming & Diving,45,USA,Female,Aug,1,Others,2014,0,Unprovoked
Swimming & Diving,,USA,Male,Aug,1,Others,2014,0,Unprovoked
Swimming & Diving,8,USA,Male,Aug,1,Others,2014,0,Unprovoked
Swimming & Diving,20,SOUTH AFRICA,Male,Aug,1,Great White Shark,2014,0,Unprovoked
Air/Sea Disaster,,,Male,Aug,1,Unknown,2014,1,Invalid
Swimming & Diving,,USA,Male,Jul,1,Tiger Shark,2014,0,Unprovoked
Swimming & Diving,51,REUNION,Male,Jul,1,Others,2014,0,Unprovoked
Wading,8,USA,Male,Jul,1,Others,2014,0,Unprovoked
Wading,,SPAIN,Unknown,Jul,1,Wobbegong,2014,0,Unprovoked
Swimming & Diving,61,USA,Male,Jul,1,Others,2014,0,Unprovoked
Swimming & Diving,39,USA,Male,Jul,1,Others,2014,0,Unprovoked
Fishing,63,BAHAMAS,Male,Jul,1,Unknown,2014,1,Invalid
Swimming & Diving,,USA,Male,Jul,1,Others,2014,0,Unprovoked
Swimming & Diving,14,USA,Male,Jul,1,Others,2014,0,Unprovoked
Swimming & Diving,,USA,Male,Jul,1,Great White Shark,2014,0,Provoked
Swimming & Diving,,USA,Male,Jul,1,Others,2014,0,Unprovoked
Swimming & Diving,19,USA,Male,Jul,1,Others,2014,0,Unprovoked
Boating,48,ST. MARTIN,Male,Jun,1,Oceanic Whitetip,2014,0,Boat
Fishing,42,BAHAMAS,Male,Jun,1,Reef Shark,2014,0,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Jun,1,Others,2014,0,Unprovoked
Swimming & Diving,15,AUSTRALIA,Male,Jun,1,Others,2014,0,Unprovoked
Fishing,,AUSTRALIA,Male,Jun,1,Great White Shark,2014,0,Provoked
Fishing,43,BRAZIL,Male,Jun,1,Others,2014,0,Unprovoked
Wading,16,USA,Male,Jun,1,Sand Tiger,2014,0,Unprovoked
Swimming & Diving,39,AUSTRALIA,Male,Jun,1,Bronze Whaler Shark,2014,0,Unprovoked
Swimming & Diving,43,JAPAN,Male,Jun,1,Others,2014,0,Unprovoked
Wading,14,USA,Female,Jun,1,Others,2014,0,Unprovoked
Swimming & Diving,22,USA,Female,Jun,1,Bull Shark,2014,0,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Jun,1,Others,2014,0,Unprovoked
Fishing,37,USA,Female,Jun,1,Blacktip Shark,2014,0,Unprovoked
Air/Sea Disaster,29,AUSTRALIA,Female,May,1,Bull Shark,2014,0,Unprovoked
Swimming & Diving,,FRANCE,Male,May,1,Others,2014,0,Unprovoked
Fishing,10,AUSTRALIA,Male,May,1,Nurse Shark,2014,0,Provoked
Swimming & Diving,,USA,Male,Nov,1,Others,2015,0,Unprovoked
Swimming & Diving,38,USA,Female,May,1,Others,2014,0,Unprovoked
Swimming & Diving,35,AUSTRALIA,Male,May,1,Great White Shark,2014,0,Unprovoked
Wading,44,USA,Female,May,1,Others,2014,0,Unprovoked
Swimming & Diving,12,USA,Male,May,1,Unknown,2014,0,Unprovoked
Swimming & Diving,,USA,Male,May,1,Unknown,2014,0,Invalid
Swimming & Diving,40,USA,Female,May,1,Others,2014,0,Unprovoked
Swimming & Diving,,SOUTH AFRICA,Unknown,May,1,Sevengill shark,2014,0,Unprovoked
Swimming & Diving,23,USA,Male,May,1,Others,2014,0,Unprovoked
Fishing,,AUSTRALIA,Male,Apr,1,Reef Shark,2014,0,Unprovoked
Swimming & Diving,42,USA,Male,Apr,1,Others,2014,0,Unprovoked
Wading,25,USA,Male,Apr,1,Others,2014,0,Unprovoked
Fishing,,SOUTH AFRICA,Unknown,Apr,1,Great White Shark,2014,0,Boat
Fishing,,SOUTH AFRICA,Male,Apr,1,Sand Tiger,2014,0,Provoked
Swimming & Diving,,USA,Male,Apr,1,Others,2014,0,Unprovoked
Swimming & Diving,,USA,Male,Apr,1,Others,2014,0,Unprovoked
Swimming & Diving,63,AUSTRALIA,Female,Apr,1,Great White Shark,2014,1,Unprovoked
Fishing,38,AUSTRALIA,Male,Mar,1,Others,2014,1,Invalid
Swimming & Diving,66,SOUTH AFRICA,Male,Mar,1,Others,2014,1,Unprovoked
Swimming & Diving,,USA,Male,Mar,1,Others,2014,0,Unprovoked
Swimming & Diving,9,USA,Male,Mar,1,Others,2014,0,Unprovoked
Swimming & Diving,42,NEW CALEDONIA,Male,Mar,1,Others,2014,0,Unprovoked
Swimming & Diving,42,AUSTRALIA,Male,Mar,1,Others,2014,0,Unprovoked
Others,10,AUSTRALIA,Female,Mar,1,Unknown,2014,0,Invalid
Swimming & Diving,,AUSTRALIA,Male,Mar,1,Wobbegong,2014,0,Unprovoked
Fishing,,CAYMAN ISLANDS,Male,Mar,1,Others,2014,0,Invalid
Swimming & Diving,21,USA,Male,Mar,1,Blacktip Shark,2014,0,Unprovoked
Swimming & Diving,21,FRENCH POLYNESIA,Male,Feb,1,Blacktip Shark,2014,0,Unprovoked
Boating,21,PAPUA NEW GUINEA,Male,Feb,1,Others,2014,0,Boat
Fishing,28,AUSTRALIA,Male,Feb,1,Others,2014,1,Unprovoked
Fishing,,TRINIDAD & TOBAGO,Male,Feb,1,Others,2014,0,Provoked
Swimming & Diving,28,NEW ZEALAND,Male,Feb,1,Others,2014,0,Unprovoked
Fishing,,AUSTRALIA,Male,Jan,1,Others,2014,0,Provoked
Fishing,24,NEW ZEALAND,Male,Jan,1,Others,2014,0,Unprovoked
Air/Sea Disaster,31,JAPAN,Male,Jan,1,Others,2014,0,Sea Disaster
Swimming & Diving,,NEW ZEALAND,Unknown,Unknown,1,Great White Shark,2014,0,Boat
Swimming & Diving,37,NEW CALEDONIA,Male,Dec,1,Bull Shark,2013,0,Unprovoked
Swimming & Diving,19,SOUTH AFRICA,Male,Dec,1,Great White Shark,2013,0,Unprovoked
Fishing,35,KIRIBATI,Male,Dec,1,Others,2013,0,Unprovoked
Swimming & Diving,29,USA,Male,Dec,1,Tiger Shark,2013,0,Unprovoked
Swimming & Diving,30,USA,Male,Dec,1,Others,2013,0,Unprovoked
Swimming & Diving,26,AUSTRALIA,Male,Dec,1,Wobbegong,2013,0,Unprovoked
Fishing,57,USA,Male,Dec,1,Others,2013,1,Unprovoked
Swimming & Diving,19,AUSTRALIA,Male,Nov,1,Tiger Shark,2013,1,Unprovoked
Swimming & Diving,58,USA,Female,Nov,1,Others,2013,0,Unprovoked
Swimming & Diving,35,AUSTRALIA,Male,Nov,1,Great White Shark,2013,1,Unprovoked
Swimming & Diving,25,USA,Male,Nov,1,Great White Shark,2013,0,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Nov,1,Great White Shark,2013,0,Unprovoked
Fishing,77,BAHAMAS,Male,Nov,1,Others,2013,0,Provoked
Swimming & Diving,16,USA,Male,Nov,1,Others,2013,0,Unprovoked
Swimming & Diving,,USA,Male,Nov,1,Others,2013,0,Unprovoked
Swimming & Diving,46,USA,Male,Oct,1,Tiger Shark,2013,0,Unprovoked
Swimming & Diving,60,AUSTRALIA,Female,Oct,1,Blacktip Shark,2013,0,Unprovoked
Swimming & Diving,24,REUNION,Male,Oct,1,Bull Shark,2013,0,Unprovoked
Fishing,,AUSTRALIA,Male,Oct,1,Great White Shark,2013,0,Unprovoked
Swimming & Diving,41,AUSTRALIA,Male,Oct,1,Wobbegong,2013,0,Unprovoked
Swimming & Diving,45,USA,Male,Oct,1,Oceanic Whitetip,2013,0,Unprovoked
Swimming & Diving,25,USA,Male,Oct,1,Tiger Shark,2013,0,Unprovoked
Wading,6,USA,Male,Oct,1,Nurse Shark,2013,0,Unprovoked
Swimming & Diving,74,SOUTH AFRICA,Male,Oct,1,Great White Shark,2013,1,Unprovoked
Swimming & Diving,55,AUSTRALIA,Male,Oct,1,Great White Shark,2013,0,Unprovoked
Swimming & Diving,45,USA,Male,Oct,1,Great White Shark,2013,0,Unprovoked
Wading,12,USA,Male,Oct,1,Bull Shark,2013,0,Unprovoked
Swimming & Diving,50,USA,Male,Sep,1,Others,2013,0,Unprovoked
Swimming & Diving,27,ISRAEL,Male,Sep,1,Others,2013,0,Provoked
Wading,7,USA,Male,Sep,1,Others,2013,0,Unprovoked
Swimming & Diving,45,USA,Male,Sep,1,Others,2013,0,Unprovoked
Swimming & Diving,,USA,Male,Sep,1,Others,2013,0,Unprovoked
Swimming & Diving,21,USA,Male,Sep,1,Bull Shark,2013,0,Unprovoked
Swimming & Diving,13,USA,Female,Sep,1,Others,2013,0,Unprovoked
Others,,USA,Female,Sep,1,Others,2013,0,Unprovoked
Swimming & Diving,43,USA,Male,Sep,1,Others,2013,0,Provoked
Wading,25,USA,Male,Sep,1,Others,2013,0,Unprovoked
Swimming & Diving,17,USA,Male,Sep,1,Others,2013,0,Unprovoked
Others,3,USA,Male,Sep,1,Nurse Shark,2013,0,Provoked
Others,,BAHAMAS,Male,Sep,1,Others,2013,0,Unprovoked
Fishing,9,USA,Male,Sep,1,Others,2013,0,Unprovoked
Fishing,,BAHAMAS,Male,Aug,1,Blacktip Shark,2013,0,Unprovoked
Swimming & Diving,,USA,Male,Aug,1,Others,2013,0,Unprovoked
Swimming & Diving,47,USA,Female,Aug,1,Unknown,2013,0,Invalid
Fishing,50,FRANCE,Male,Aug,1,Shortfin Mako,2013,0,Provoked
Swimming & Diving,11,USA,Female,Aug,1,Others,2013,0,Unprovoked
Fishing,,AUSTRALIA,Male,Aug,1,Others,2013,0,Unprovoked
Swimming & Diving,16,USA,Male,Aug,1,Others,2013,0,Unprovoked
Swimming & Diving,,USA,Female,Aug,1,Great White Shark,2013,0,Unprovoked
Swimming & Diving,20,USA,Female,Aug,1,Tiger Shark,2013,1,Unprovoked
Swimming & Diving,19,USA,Female,Aug,1,Others,2013,0,Unprovoked
Swimming & Diving,10,USA,Male,Aug,1,Bull Shark,2013,0,Unprovoked
Fishing,,SOUTH AFRICA,Male,Aug,1,Blacktip Shark,2013,0,Unprovoked
Fishing,17,USA,Male,Aug,1,Bull Shark,2013,0,Unprovoked
Swimming & Diving,56,USA,Female,Jul,1,Others,2013,0,Unprovoked
Swimming & Diving,32,USA,Male,Jul,1,Others,2013,0,Unprovoked
Fishing,40,BAHAMAS,Male,Jul,1,Others,2013,0,Unprovoked
Wading,,MEXICO,Female,Jul,1,Others,2013,0,Unprovoked
Swimming & Diving,18,USA,Male,Jul,1,Tiger Shark,2013,0,Unprovoked
Fishing,64,BAHAMAS,Male,Jul,1,Nurse Shark,2013,0,Unprovoked
Swimming & Diving,50,BAHAMAS,Male,Jul,1,Others,2013,0,Unprovoked
Swimming & Diving,18,BRAZIL,Female,Jul,1,Others,2013,1,Unprovoked
Boating,50,USA,Female,Jul,1,Others,2013,0,Unprovoked
Swimming & Diving,,USA,Male,Jul,1,Others,2013,0,Unprovoked
Swimming & Diving,15,REUNION,Female,Jul,1,Others,2013,1,Unprovoked
Swimming & Diving,33,DIEGO GARCIA,Male,Jul,1,Others,2013,1,Unprovoked
Wading,63,USA,Female,Jul,1,Others,2013,0,Unprovoked
Swimming & Diving,48,SPAIN,Male,Jul,1,Unknown,2013,0,Invalid
Swimming & Diving,29,AUSTRALIA,Male,Jul,1,Others,2013,0,Unprovoked
Fishing,,TAIWAN,Male,Jun,1,Others,2013,0,Unprovoked
Others,20,JAMAICA,Male,Jun,1,Others,2013,1,Invalid
Fishing,,USA,Male,Jun,1,Great White Shark,2013,0,Unprovoked
Swimming & Diving,,USA,Male,Jun,1,Bull Shark,2013,0,Unprovoked
Swimming & Diving,14,USA,Male,Jun,1,Others,2013,0,Unprovoked
Swimming & Diving,28,USA,Male,Jun,1,Tiger Shark,2013,0,Unprovoked
Swimming & Diving,15,USA,Male,Jun,1,Others,2013,0,Unprovoked
Swimming & Diving,,SOUTH AFRICA,Male,Jun,1,Others,2013,0,Unprovoked
Swimming & Diving,,USA,Female,Jun,1,Others,2013,0,Unprovoked
Swimming & Diving,10,USA,Female,Jun,1,Others,2013,0,Unprovoked
Fishing,58,USA,Male,Jun,1,Lemon Shark,2013,0,Provoked
Swimming & Diving,,AUSTRALIA,Male,Jun,1,Others,2013,0,Unprovoked
Swimming & Diving,32,USA,Male,May,1,Reef Shark,2013,0,Unprovoked
Swimming & Diving,11,USA,Male,May,1,Others,2013,0,Unprovoked
Others,41,BRAZIL,Male,May,1,Others,2013,1,Unprovoked
Fishing,30,PALESTINIAN TERRITORIES,Male,May,1,Others,2013,0,Provoked
Swimming & Diving,29,ECUADOR,Male,May,1,Reef Shark,2013,0,Unprovoked
Swimming & Diving,42,USA,Male,May,1,Others,2013,1,Invalid
Swimming & Diving,36,REUNION,Male,May,1,Bull Shark,2013,1,Unprovoked
Swimming & Diving,16,USA,Male,May,1,Others,2013,0,Unprovoked
Fishing,,AUSTRALIA,Male,Apr,1,Wobbegong,2013,0,Provoked
Swimming & Diving,34,MEXICO,Female,Apr,1,Tiger Shark,2013,0,Unprovoked
Fishing,51,AUSTRALIA,Male,Apr,1,Nurse Shark,2013,0,Unprovoked
Boating,9,USA,Male,Apr,1,Others,2013,0,Unprovoked
Swimming & Diving,,SOUTH AFRICA,Male,Apr,1,Blue Shark,2013,0,Unprovoked
Swimming & Diving,21,USA,Male,Apr,1,Bull Shark,2013,0,Unprovoked
Others,40,GUAM,Male,Apr,1,Others,2013,1,Unprovoked
Swimming & Diving,53,FRENCH POLYNESIA,Male,Apr,1,Blacktip Shark,2013,0,Unprovoked
Swimming & Diving,50,USA,Male,Apr,1,Others,2013,0,Unprovoked
Others,24,AUSTRALIA,Male,Apr,1,Unknown,2013,1,Invalid
Swimming & Diving,58,USA,Male,Apr,1,Others,2013,0,Unprovoked
Swimming & Diving,47,AUSTRALIA,Male,Mar,1,Unknown,2013,0,Invalid
Swimming & Diving,34,SEYCHELLES,Male,Mar,1,Others,2013,0,Unprovoked
Swimming & Diving,,BELIZE,Female,Mar,1,Nurse Shark,2013,0,Unprovoked
Fishing,50,BAHAMAS,Male,Mar,1,Others,2013,0,Unprovoked
Fishing,30,SOUTH AFRICA,Male,Mar,1,Great White Shark,2013,0,Provoked
Swimming & Diving,,SOUTH AFRICA,Male,Mar,1,Others,2013,0,Unprovoked
Fishing,68,JAMAICA,Male,Mar,1,Tiger Shark,2013,1,Unprovoked
Fishing,28,AUSTRALIA,Male,Mar,1,Bronze Whaler Shark,2013,0,Unprovoked
Swimming & Diving,,PHILIPPINES,Male,Mar,1,Others,2013,0,Unprovoked
Swimming & Diving,39,SOUTH AFRICA,Male,Mar,1,Others,2013,0,Unprovoked
Swimming & Diving,46,NEW ZEALAND,Male,Feb,1,Great White Shark,2013,1,Unprovoked
Swimming & Diving,,USA,Unknown,Feb,1,Reef Shark,2013,0,Unprovoked
Swimming & Diving,,USA,Male,Feb,1,Reef Shark,2013,0,Unprovoked
Swimming & Diving,16,USA,Male,Feb,1,Blacktip Shark,2013,0,Unprovoked
Swimming & Diving,48,FRENCH POLYNESIA,Male,Feb,1,Lemon Shark,2013,0,Unprovoked
Others,18,JAMAICA,Male,Feb,1,Others,2013,0,Unprovoked
Fishing,,AUSTRALIA,Male,Jan,1,Great White Shark,2013,0,Boat
Swimming & Diving,,AUSTRALIA,Male,Jan,1,Others,2013,0,Unprovoked
Fishing,62,AUSTRALIA,Male,Jan,1,Others,2013,0,Invalid
Swimming & Diving,43,USA,Male,Jan,1,Tiger Shark,2013,0,Unprovoked
Fishing,,NEW ZEALAND,Male,Jan,1,Bronze Whaler Shark,2013,0,Unprovoked
Fishing,26,AUSTRALIA,Male,Jan,1,Others,2013,0,Unprovoked
Swimming & Diving,,USA,Male,Dec,1,Others,2012,0,Unprovoked
Swimming & Diving,23,AUSTRALIA,Male,Dec,1,Great White Shark,2012,0,Unprovoked
Swimming & Diving,29,AUSTRALIA,Male,Dec,1,Bull Shark,2012,0,Unprovoked
Swimming & Diving,20,SOUTH AFRICA,Male,Dec,1,Tiger Shark,2012,1,Unprovoked
Swimming & Diving,32,AUSTRALIA,Male,Dec,1,Tiger Shark,2012,0,Unprovoked
Swimming & Diving,60,USA,Male,Dec,1,Others,2012,0,Unprovoked
Fishing,31,AUSTRALIA,Male,Dec,1,Tiger Shark,2012,0,Unprovoked
Swimming & Diving,25,NEW ZEALAND,Female,Dec,1,Sevengill shark,2012,0,Unprovoked
Swimming & Diving,61,USA,Male,Nov,1,Tiger Shark,2012,0,Unprovoked
Others,20,AUSTRALIA,Male,Nov,1,Unknown,2012,0,Invalid
Swimming & Diving,32,MEXICO,Male,Nov,1,Great White Shark,2012,1,Unprovoked
Swimming & Diving,14,USA,Male,Nov,1,Others,2012,0,Unprovoked
Swimming & Diving,30,USA,Male,Nov,1,Tiger Shark,2012,0,Unprovoked
Swimming & Diving,43,USA,Male,Nov,1,Tiger Shark,2012,0,Unprovoked
Swimming & Diving,25,USA,Male,Oct,1,Great White Shark,2012,0,Unprovoked
Swimming & Diving,51,USA,Female,Oct,1,Tiger Shark,2012,0,Unprovoked
Swimming & Diving,39,USA,Male,Oct,1,Great White Shark,2012,1,Unprovoked
Others,35,USA,Female,Oct,1,Others,2012,0,Unprovoked
Swimming & Diving,24,USA,Male,Oct,1,Others,2012,0,Unprovoked
Swimming & Diving,55,USA,Male,Oct,1,Others,2012,0,Unprovoked
Others,,USA,Male,Oct,1,Unknown,2012,0,Invalid
Wading,38,NIGERIA,Female,Oct,1,Others,2012,0,Unprovoked
Swimming & Diving,42,USA,Male,Oct,1,Others,2012,0,Unprovoked
Swimming & Diving,11,AUSTRALIA,Male,Oct,1,Others,2012,0,Unprovoked
Swimming & Diving,21,USA,Male,Sep,1,Others,2012,0,Unprovoked
Swimming & Diving,22,USA,Male,Sep,1,Others,2012,0,Unprovoked
Swimming & Diving,52,USA,Male,Sep,1,Others,2012,0,Unprovoked
Swimming & Diving,29,TONGA,Female,Sep,1,Bull Shark,2012,0,Unprovoked
Swimming & Diving,19,USA,Unknown,Sep,1,Others,2012,0,Unprovoked
Swimming & Diving,25,USA,Male,Sep,1,Others,2012,0,Unprovoked
Swimming & Diving,,USA,Male,Sep,1,Others,2012,0,Unprovoked
Swimming & Diving,,USA,Male,Sep,1,Others,2012,0,Unprovoked
Swimming & Diving,37,USA,Male,Sep,1,Others,2012,0,Unprovoked
Swimming & Diving,32,USA,Male,Sep,1,Others,2012,0,Unprovoked
Swimming & Diving,8,USA,Female,Sep,1,Others,2012,0,Unprovoked
Fishing,,USA,Unknown,Sep,1,Tiger Shark,2012,0,Provoked
Swimming & Diving,56,USA,Female,Sep,1,Others,2012,0,Unprovoked
Fishing,53,SCOTLAND,Male,Aug,1,Mackerel Shark,2012,0,Provoked
Swimming & Diving,34,AUSTRALIA,Male,Aug,1,Others,2012,0,Unprovoked
Swimming & Diving,18,BRAZIL,Male,Aug,1,Others,2012,1,Unprovoked
Swimming & Diving,31,USA,Male,Aug,1,Others,2012,0,Unprovoked
Fishing,,AUSTRALIA,Unknown,Aug,1,Great White Shark,2012,0,Boat
Swimming & Diving,56,USA,Male,Aug,1,Lemon Shark,2012,0,Unprovoked
Swimming & Diving,39,REUNION,Male,Aug,1,Bull Shark,2012,0,Unprovoked
Fishing,,FRENCH POLYNESIA,Male,Aug,1,Lemon Shark,2012,0,Unprovoked
Swimming & Diving,17,USA,Male,Jul,1,Others,2012,0,Unprovoked
Swimming & Diving,48,AUSTRALIA,Male,Jul,1,Great White Shark,2012,0,Unprovoked
Swimming & Diving,44,USA,Male,Jul,1,Others,2012,0,Unprovoked
Swimming & Diving,50,USA,Male,Jul,1,Great White Shark,2012,0,Unprovoked
Others,12,USA,Male,Jul,1,Unknown,2012,0,Invalid
Swimming & Diving,22,REUNION,Male,Jul,1,Others,2012,1,Unprovoked
Swimming & Diving,24,TRINIDAD & TOBAGO,Male,Jul,1,Others,2012,1,Invalid
Swimming & Diving,23,CANADA,Female,Jul,1,Unknown,2012,0,Invalid
Swimming & Diving,24,AUSTRALIA,Male,Jul,1,Great White Shark,2012,1,Unprovoked
Swimming & Diving,43,USA,Female,Jul,1,Others,2012,0,Unprovoked
Fishing,,BAHAMAS,Male,Jul,1,Others,2012,0,Unprovoked
Swimming & Diving,42,AUSTRALIA,Female,Jul,1,Others,2012,1,Invalid
Boating,52,USA,Male,Jul,1,Others,2012,0,Unprovoked
Swimming & Diving,29,SOUTH AFRICA,Male,Jul,1,Others,2012,0,Unprovoked
Swimming & Diving,60,CROATIA,Unknown,Jun,1,Unknown,2012,0,Invalid
Swimming & Diving,6,USA,Male,Jun,1,Bull Shark,2012,0,Unprovoked
Swimming & Diving,26,USA,Male,Jun,1,Others,2012,0,Unprovoked
Wading,16,USA,Female,Jun,1,Reef Shark,2012,0,Unprovoked
Swimming & Diving,,AUSTRALIA,Male,Jun,1,Others,2012,0,Unprovoked
Swimming & Diving,12,USA,Male,Jun,1,Others,2012,0,Unprovoked
Boating,62,AUSTRALIA,Male,Jun,1,Others,2012,0,Unprovoked
Wading,16,USA,Male,Jun,1,Unknown,2012,0,Invalid
Wading,6,USA,Female,Jun,1,Others,2012,0,Unprovoked
Fishing,23,USA,Male,Jun,1,Nurse Shark,2012,0,Provoked
Swimming & Diving,18,USA,Female,Jun,1,Blacktip Shark,2012,0,Unprovoked
Swimming & Diving,,USA,Male,Jun,1,Unknown,2012,0,Unprovoked
Swimming & Diving,,USA,Male,Jun,1,Blacktip Shark,2012,0,Unprovoked
Swimming & Diving,16,USA,Male,Jun,1,Blacktip Shark,2012,0,Unprovoked
Swimming & Diving,42,AUSTRALIA,Male,Jun,1,Great White Shark,2012,0,Unprovoked
Fishing,57,ITALY,Male,Jun,1,Blue Shark,2012,1,Provoked
Boating,30,AUSTRALIA,Male,Jun,1,Great White Shark,2012,0,Unprovoked
Swimming & Diving,12,USA,Female,Jun,1,Others,2012,0,Unprovoked
Swimming & Diving,25,USA,Male,Jun,1,Others,2012,0,Unprovoked
Wading,33,USA,Female,May,1,Others,2012,0,Unprovoked
Fishing,46,MEXICO,Male,May,1,Bull Shark,2012,0,Unprovoked
Swimming & Diving,22,USA,Male,May,1,Others,2012,0,Unprovoked
Fishing,,USA,Male,May,1,Tiger Shark,2012,0,Unprovoked
Fishing,20,FIJI,Male,May,1,Others,2012,0,Unprovoked
Fishing,30,USA,Male,May,1,Great White Shark,2012,0,Unprovoked
Swimming & Diving,47,USA,Female,May,1,Others,2012,0,Unprovoked
Swimming & Diving,15,USA,Female,May,1,Great White Shark,2012,0,Unprovoked
Swimming & Diving,28,USA,Male,Apr,1,Others,2012,0,Unprovoked
Swimming & Diving,20,SOUTH AFRICA,Male,Apr,1,Great White Shark,2012,1,Unprovoked
Boating,27,AUSTRALIA,Male,Apr,1,Great White Shark,2012,0,Unprovoked
Swimming & Diving,28,USA,Male,Apr,1,Tiger Shark,2012,0,Unprovoked
Others,,USA,Male,Apr,1,Others,2012,0,Unprovoked
Swimming & Diving,33,AUSTRALIA,Male,Mar,1,Great White Shark,2012,1,Unprovoked
Swimming & Diving,21,USA,Male,Mar,1,Others,2012,0,Unprovoked
Fishing,,AUSTRALIA,Unknown,Mar,1,Great White Shark,2012,0,Boat
Swimming & Diving,20,AUSTRALIA,Male,Mar,1,Bull Shark,2012,0,Unprovoked
Swimming & Diving,61,USA,Male,Mar,1,Bull Shark,2012,0,Unprovoked
Swimming & Diving,15,USA,Female,Mar,1,Others,2012,0,Unprovoked
Swimming & Diving,17,USA,Male,Mar,1,Others,2012,0,Unprovoked
Swimming & Diving,,NEW ZEALAND,Male,Mar,1,Others,2012,0,Unprovoked
Fishing,34,AUSTRALIA,Female,Mar,1,Nurse Shark,2012,0,Provoked
Swimming & Diving,31,REUNION,Male,Mar,1,Others,2012,0,Unprovoked
Swimming & Diving,19,USA,Male,Mar,1,Others,2012,0,Unprovoked
Boating,42,SAUDI ARABIA,Male,Mar,1,Others,2012,0,Invalid
Fishing,,CHILE,Male,Mar,1,Others,2012,0,Provoked
Swimming & Diving,,USA,Male,Feb,1,Blacktip Shark,2012,0,Provoked
Fishing,,AUSTRALIA,Male,Feb,1,Nurse Shark,2012,0,Unprovoked
Fishing,,SOUTH AFRICA,Unknown,Feb,1,Great White Shark,2012,0,Boat
Swimming & Diving,29,AUSTRALIA,Male,Feb,1,Others,2012,0,Unprovoked
Swimming & Diving,,USA,Unknown,Jan,1,Others,2012,0,Unprovoked
Swimming & Diving,26,AUSTRALIA,Male,Jan,1,Tiger Shark,2012,0,Unprovoked
Fishing,,BAHAMAS,Male,Jan,1,Tiger Shark,2012,0,Unprovoked
Fishing,24,TAIWAN,Male,Jan,1,Blue Shark,2012,0,Provoked
Swimming & Diving,44,AUSTRALIA,Male,Jan,1,Great White Shark,2012,0,Unprovoked
Swimming & Diving,25,SOUTH AFRICA,Male,Jan,1,Bull Shark,2012,1,Unprovoked
Swimming & Diving,53,USA,Male,Jan,1,Great White Shark,2012,0,Unprovoked
Swimming & Diving,28,AUSTRALIA,Male,Jan,1,Others,2012,0,Unprovoked
